date,trt,taxon,id
05/28/17,ctrl,chiro_mg_dm,4 Above
05/28/17,ctrl,chiro_mg_dm,4 Below
05/28/17,ctrl,chiro_mg_dm,1 Below
05/28/17,ctrl,chiro_mg_dm,2 Above
05/28/17,exc,chiro_mg_dm,1 Above
05/28/17,exc,chiro_mg_dm,5 Above
05/28/17,exc,chiro_mg_dm,3 Above
05/28/17,exc,chiro_mg_dm,5 Below
05/28/17,exc,chiro_mg_dm,3 Below
05/28/17,exc,chiro_mg_dm,2 Below
06/06/17,ctrl,chiro_mg_dm,4 Above
06/06/17,ctrl,chiro_mg_dm,10 Above
06/06/17,ctrl,chiro_mg_dm,7 Above
06/06/17,ctrl,chiro_mg_dm,10 Below
06/06/17,ctrl,chiro_mg_dm,6 Below
06/06/17,ctrl,chiro_mg_dm,4 Below
06/06/17,ctrl,chiro_mg_dm,1 Below
06/06/17,ctrl,chiro_mg_dm,8 Below
06/06/17,ctrl,chiro_mg_dm,8 Above
06/06/17,ctrl,chiro_mg_dm,2 Above
06/06/17,ctrl,chiro_mg_dm,9 Below
06/06/17,exc,chiro_mg_dm,5 Above
06/06/17,exc,chiro_mg_dm,1 Above
06/06/17,exc,chiro_mg_dm,6 Above
06/06/17,exc,chiro_mg_dm,3 Above
06/06/17,exc,chiro_mg_dm,9 Above
06/06/17,exc,chiro_mg_dm,2 Below
06/06/17,exc,chiro_mg_dm,5 Below
06/06/17,exc,chiro_mg_dm,7 Below
06/06/17,exc,chiro_mg_dm,3 Below
06/12/17,ctrl,chiro_mg_dm,4 Above
06/12/17,ctrl,chiro_mg_dm,10 Above
06/12/17,ctrl,chiro_mg_dm,7 Above
06/12/17,ctrl,chiro_mg_dm,8 Below
06/12/17,ctrl,chiro_mg_dm,1 Below
06/12/17,ctrl,chiro_mg_dm,6 Below
06/12/17,ctrl,chiro_mg_dm,4 Below
06/12/17,ctrl,chiro_mg_dm,8 Above
06/12/17,ctrl,chiro_mg_dm,2 Above
06/12/17,ctrl,chiro_mg_dm,9 Below
06/12/17,exc,chiro_mg_dm,6 Above
06/12/17,exc,chiro_mg_dm,9 Above
06/12/17,exc,chiro_mg_dm,1 Above
06/12/17,exc,chiro_mg_dm,5 Above
06/12/17,exc,chiro_mg_dm,3 Above
06/12/17,exc,chiro_mg_dm,3 Below
06/12/17,exc,chiro_mg_dm,7 Below
06/12/17,exc,chiro_mg_dm,2 Below
06/12/17,exc,chiro_mg_dm,5 Below
06/16/17,ctrl,chiro_mg_dm,4 Above
06/16/17,ctrl,chiro_mg_dm,10 Above
06/16/17,ctrl,chiro_mg_dm,7 Above
06/16/17,ctrl,chiro_mg_dm,10 Below
06/16/17,ctrl,chiro_mg_dm,1 Below
06/16/17,ctrl,chiro_mg_dm,6 Below
06/16/17,ctrl,chiro_mg_dm,8 Below
06/16/17,ctrl,chiro_mg_dm,4 Below
06/16/17,ctrl,chiro_mg_dm,2 Above
06/16/17,ctrl,chiro_mg_dm,8 Above
06/16/17,ctrl,chiro_mg_dm,9 Below
06/16/17,exc,chiro_mg_dm,1 Above
06/16/17,exc,chiro_mg_dm,9 Above
06/16/17,exc,chiro_mg_dm,6 Above
06/16/17,exc,chiro_mg_dm,5 Above
06/16/17,exc,chiro_mg_dm,3 Above
06/16/17,exc,chiro_mg_dm,3 Below
06/16/17,exc,chiro_mg_dm,7 Below
06/16/17,exc,chiro_mg_dm,5 Below
06/16/17,exc,chiro_mg_dm,2 Below
06/23/17,ctrl,chiro_mg_dm,10 Above
06/23/17,ctrl,chiro_mg_dm,4 Above
06/23/17,ctrl,chiro_mg_dm,7 Above
06/23/17,ctrl,chiro_mg_dm,10 Below
06/23/17,ctrl,chiro_mg_dm,1 Below
06/23/17,ctrl,chiro_mg_dm,8 Below
06/23/17,ctrl,chiro_mg_dm,4 Below
06/23/17,ctrl,chiro_mg_dm,6 Below
06/23/17,ctrl,chiro_mg_dm,2 Above
06/23/17,ctrl,chiro_mg_dm,8 Above
06/23/17,ctrl,chiro_mg_dm,9 Below
06/23/17,exc,chiro_mg_dm,1 Above
06/23/17,exc,chiro_mg_dm,9 Above
06/23/17,exc,chiro_mg_dm,6 Above
06/23/17,exc,chiro_mg_dm,5 Above
06/23/17,exc,chiro_mg_dm,3 Above
06/23/17,exc,chiro_mg_dm,3 Below
06/23/17,exc,chiro_mg_dm,7 Below
06/23/17,exc,chiro_mg_dm,5 Below
06/23/17,exc,chiro_mg_dm,2 Below
05/28/17,ctrl,doli_mg_dm,4 Above
05/28/17,ctrl,doli_mg_dm,4 Below
05/28/17,ctrl,doli_mg_dm,1 Below
05/28/17,ctrl,doli_mg_dm,2 Above
05/28/17,exc,doli_mg_dm,1 Above
05/28/17,exc,doli_mg_dm,5 Above
05/28/17,exc,doli_mg_dm,3 Above
05/28/17,exc,doli_mg_dm,5 Below
05/28/17,exc,doli_mg_dm,3 Below
05/28/17,exc,doli_mg_dm,2 Below
06/06/17,ctrl,doli_mg_dm,4 Above
06/06/17,ctrl,doli_mg_dm,10 Above
06/06/17,ctrl,doli_mg_dm,7 Above
06/06/17,ctrl,doli_mg_dm,10 Below
06/06/17,ctrl,doli_mg_dm,6 Below
06/06/17,ctrl,doli_mg_dm,4 Below
06/06/17,ctrl,doli_mg_dm,1 Below
06/06/17,ctrl,doli_mg_dm,8 Below
06/06/17,ctrl,doli_mg_dm,8 Above
06/06/17,ctrl,doli_mg_dm,2 Above
06/06/17,ctrl,doli_mg_dm,9 Below
06/06/17,exc,doli_mg_dm,5 Above
06/06/17,exc,doli_mg_dm,1 Above
06/06/17,exc,doli_mg_dm,6 Above
06/06/17,exc,doli_mg_dm,3 Above
06/06/17,exc,doli_mg_dm,9 Above
06/06/17,exc,doli_mg_dm,2 Below
06/06/17,exc,doli_mg_dm,5 Below
06/06/17,exc,doli_mg_dm,7 Below
06/06/17,exc,doli_mg_dm,3 Below
06/12/17,ctrl,doli_mg_dm,4 Above
06/12/17,ctrl,doli_mg_dm,10 Above
06/12/17,ctrl,doli_mg_dm,7 Above
06/12/17,ctrl,doli_mg_dm,8 Below
06/12/17,ctrl,doli_mg_dm,1 Below
06/12/17,ctrl,doli_mg_dm,6 Below
06/12/17,ctrl,doli_mg_dm,4 Below
06/12/17,ctrl,doli_mg_dm,8 Above
06/12/17,ctrl,doli_mg_dm,2 Above
06/12/17,ctrl,doli_mg_dm,9 Below
06/12/17,exc,doli_mg_dm,6 Above
06/12/17,exc,doli_mg_dm,9 Above
06/12/17,exc,doli_mg_dm,1 Above
06/12/17,exc,doli_mg_dm,5 Above
06/12/17,exc,doli_mg_dm,3 Above
06/12/17,exc,doli_mg_dm,3 Below
06/12/17,exc,doli_mg_dm,7 Below
06/12/17,exc,doli_mg_dm,2 Below
06/12/17,exc,doli_mg_dm,5 Below
06/16/17,ctrl,doli_mg_dm,4 Above
06/16/17,ctrl,doli_mg_dm,10 Above
06/16/17,ctrl,doli_mg_dm,7 Above
06/16/17,ctrl,doli_mg_dm,10 Below
06/16/17,ctrl,doli_mg_dm,1 Below
06/16/17,ctrl,doli_mg_dm,6 Below
06/16/17,ctrl,doli_mg_dm,8 Below
06/16/17,ctrl,doli_mg_dm,4 Below
06/16/17,ctrl,doli_mg_dm,2 Above
06/16/17,ctrl,doli_mg_dm,8 Above
06/16/17,ctrl,doli_mg_dm,9 Below
06/16/17,exc,doli_mg_dm,1 Above
06/16/17,exc,doli_mg_dm,9 Above
06/16/17,exc,doli_mg_dm,6 Above
06/16/17,exc,doli_mg_dm,5 Above
06/16/17,exc,doli_mg_dm,3 Above
06/16/17,exc,doli_mg_dm,3 Below
06/16/17,exc,doli_mg_dm,7 Below
06/16/17,exc,doli_mg_dm,5 Below
06/16/17,exc,doli_mg_dm,2 Below
06/23/17,ctrl,doli_mg_dm,10 Above
06/23/17,ctrl,doli_mg_dm,4 Above
06/23/17,ctrl,doli_mg_dm,7 Above
06/23/17,ctrl,doli_mg_dm,10 Below
06/23/17,ctrl,doli_mg_dm,1 Below
06/23/17,ctrl,doli_mg_dm,8 Below
06/23/17,ctrl,doli_mg_dm,4 Below
06/23/17,ctrl,doli_mg_dm,6 Below
06/23/17,ctrl,doli_mg_dm,2 Above
06/23/17,ctrl,doli_mg_dm,8 Above
06/23/17,ctrl,doli_mg_dm,9 Below
06/23/17,exc,doli_mg_dm,1 Above
06/23/17,exc,doli_mg_dm,9 Above
06/23/17,exc,doli_mg_dm,6 Above
06/23/17,exc,doli_mg_dm,5 Above
06/23/17,exc,doli_mg_dm,3 Above
06/23/17,exc,doli_mg_dm,3 Below
06/23/17,exc,doli_mg_dm,7 Below
06/23/17,exc,doli_mg_dm,5 Below
06/23/17,exc,doli_mg_dm,2 Below
05/28/17,ctrl,tric_mg_dm,4 Above
05/28/17,ctrl,tric_mg_dm,4 Below
05/28/17,ctrl,tric_mg_dm,1 Below
05/28/17,ctrl,tric_mg_dm,2 Above
05/28/17,exc,tric_mg_dm,1 Above
05/28/17,exc,tric_mg_dm,5 Above
05/28/17,exc,tric_mg_dm,3 Above
05/28/17,exc,tric_mg_dm,5 Below
05/28/17,exc,tric_mg_dm,3 Below
05/28/17,exc,tric_mg_dm,2 Below
06/06/17,ctrl,tric_mg_dm,4 Above
06/06/17,ctrl,tric_mg_dm,10 Above
06/06/17,ctrl,tric_mg_dm,7 Above
06/06/17,ctrl,tric_mg_dm,10 Below
06/06/17,ctrl,tric_mg_dm,6 Below
06/06/17,ctrl,tric_mg_dm,4 Below
06/06/17,ctrl,tric_mg_dm,1 Below
06/06/17,ctrl,tric_mg_dm,8 Below
06/06/17,ctrl,tric_mg_dm,8 Above
06/06/17,ctrl,tric_mg_dm,2 Above
06/06/17,ctrl,tric_mg_dm,9 Below
06/06/17,exc,tric_mg_dm,5 Above
06/06/17,exc,tric_mg_dm,1 Above
06/06/17,exc,tric_mg_dm,6 Above
06/06/17,exc,tric_mg_dm,3 Above
06/06/17,exc,tric_mg_dm,9 Above
06/06/17,exc,tric_mg_dm,2 Below
06/06/17,exc,tric_mg_dm,5 Below
06/06/17,exc,tric_mg_dm,7 Below
06/06/17,exc,tric_mg_dm,3 Below
06/12/17,ctrl,tric_mg_dm,4 Above
06/12/17,ctrl,tric_mg_dm,10 Above
06/12/17,ctrl,tric_mg_dm,7 Above
06/12/17,ctrl,tric_mg_dm,8 Below
06/12/17,ctrl,tric_mg_dm,1 Below
06/12/17,ctrl,tric_mg_dm,6 Below
06/12/17,ctrl,tric_mg_dm,4 Below
06/12/17,ctrl,tric_mg_dm,8 Above
06/12/17,ctrl,tric_mg_dm,2 Above
06/12/17,ctrl,tric_mg_dm,9 Below
06/12/17,exc,tric_mg_dm,6 Above
06/12/17,exc,tric_mg_dm,9 Above
06/12/17,exc,tric_mg_dm,1 Above
06/12/17,exc,tric_mg_dm,5 Above
06/12/17,exc,tric_mg_dm,3 Above
06/12/17,exc,tric_mg_dm,3 Below
06/12/17,exc,tric_mg_dm,7 Below
06/12/17,exc,tric_mg_dm,2 Below
06/12/17,exc,tric_mg_dm,5 Below
06/16/17,ctrl,tric_mg_dm,4 Above
06/16/17,ctrl,tric_mg_dm,10 Above
06/16/17,ctrl,tric_mg_dm,7 Above
06/16/17,ctrl,tric_mg_dm,10 Below
06/16/17,ctrl,tric_mg_dm,1 Below
06/16/17,ctrl,tric_mg_dm,6 Below
06/16/17,ctrl,tric_mg_dm,8 Below
06/16/17,ctrl,tric_mg_dm,4 Below
06/16/17,ctrl,tric_mg_dm,2 Above
06/16/17,ctrl,tric_mg_dm,8 Above
06/16/17,ctrl,tric_mg_dm,9 Below
06/16/17,exc,tric_mg_dm,1 Above
06/16/17,exc,tric_mg_dm,9 Above
06/16/17,exc,tric_mg_dm,6 Above
06/16/17,exc,tric_mg_dm,5 Above
06/16/17,exc,tric_mg_dm,3 Above
06/16/17,exc,tric_mg_dm,3 Below
06/16/17,exc,tric_mg_dm,7 Below
06/16/17,exc,tric_mg_dm,5 Below
06/16/17,exc,tric_mg_dm,2 Below
06/23/17,ctrl,tric_mg_dm,10 Above
06/23/17,ctrl,tric_mg_dm,4 Above
06/23/17,ctrl,tric_mg_dm,7 Above
06/23/17,ctrl,tric_mg_dm,10 Below
06/23/17,ctrl,tric_mg_dm,1 Below
06/23/17,ctrl,tric_mg_dm,8 Below
06/23/17,ctrl,tric_mg_dm,4 Below
06/23/17,ctrl,tric_mg_dm,6 Below
06/23/17,ctrl,tric_mg_dm,2 Above
06/23/17,ctrl,tric_mg_dm,8 Above
06/23/17,ctrl,tric_mg_dm,9 Below
06/23/17,exc,tric_mg_dm,1 Above
06/23/17,exc,tric_mg_dm,9 Above
06/23/17,exc,tric_mg_dm,6 Above
06/23/17,exc,tric_mg_dm,5 Above
06/23/17,exc,tric_mg_dm,3 Above
06/23/17,exc,tric_mg_dm,3 Below
06/23/17,exc,tric_mg_dm,7 Below
06/23/17,exc,tric_mg_dm,5 Below
06/23/17,exc,tric_mg_dm,2 Below
05/28/17,ctrl,odo_mg_dm,4 Above
05/28/17,ctrl,odo_mg_dm,4 Below
05/28/17,ctrl,odo_mg_dm,1 Below
05/28/17,ctrl,odo_mg_dm,2 Above
05/28/17,exc,odo_mg_dm,1 Above
05/28/17,exc,odo_mg_dm,5 Above
05/28/17,exc,odo_mg_dm,3 Above
05/28/17,exc,odo_mg_dm,5 Below
05/28/17,exc,odo_mg_dm,3 Below
05/28/17,exc,odo_mg_dm,2 Below
06/06/17,ctrl,odo_mg_dm,4 Above
06/06/17,ctrl,odo_mg_dm,10 Above
06/06/17,ctrl,odo_mg_dm,7 Above
06/06/17,ctrl,odo_mg_dm,10 Below
06/06/17,ctrl,odo_mg_dm,6 Below
06/06/17,ctrl,odo_mg_dm,4 Below
06/06/17,ctrl,odo_mg_dm,1 Below
06/06/17,ctrl,odo_mg_dm,8 Below
06/06/17,ctrl,odo_mg_dm,8 Above
06/06/17,ctrl,odo_mg_dm,2 Above
06/06/17,ctrl,odo_mg_dm,9 Below
06/06/17,exc,odo_mg_dm,5 Above
06/06/17,exc,odo_mg_dm,1 Above
06/06/17,exc,odo_mg_dm,6 Above
06/06/17,exc,odo_mg_dm,3 Above
06/06/17,exc,odo_mg_dm,9 Above
06/06/17,exc,odo_mg_dm,2 Below
06/06/17,exc,odo_mg_dm,5 Below
06/06/17,exc,odo_mg_dm,7 Below
06/06/17,exc,odo_mg_dm,3 Below
06/12/17,ctrl,odo_mg_dm,4 Above
06/12/17,ctrl,odo_mg_dm,10 Above
06/12/17,ctrl,odo_mg_dm,7 Above
06/12/17,ctrl,odo_mg_dm,8 Below
06/12/17,ctrl,odo_mg_dm,1 Below
06/12/17,ctrl,odo_mg_dm,6 Below
06/12/17,ctrl,odo_mg_dm,4 Below
06/12/17,ctrl,odo_mg_dm,8 Above
06/12/17,ctrl,odo_mg_dm,2 Above
06/12/17,ctrl,odo_mg_dm,9 Below
06/12/17,exc,odo_mg_dm,6 Above
06/12/17,exc,odo_mg_dm,9 Above
06/12/17,exc,odo_mg_dm,1 Above
06/12/17,exc,odo_mg_dm,5 Above
06/12/17,exc,odo_mg_dm,3 Above
06/12/17,exc,odo_mg_dm,3 Below
06/12/17,exc,odo_mg_dm,7 Below
06/12/17,exc,odo_mg_dm,2 Below
06/12/17,exc,odo_mg_dm,5 Below
06/16/17,ctrl,odo_mg_dm,4 Above
06/16/17,ctrl,odo_mg_dm,10 Above
06/16/17,ctrl,odo_mg_dm,7 Above
06/16/17,ctrl,odo_mg_dm,10 Below
06/16/17,ctrl,odo_mg_dm,1 Below
06/16/17,ctrl,odo_mg_dm,6 Below
06/16/17,ctrl,odo_mg_dm,8 Below
06/16/17,ctrl,odo_mg_dm,4 Below
06/16/17,ctrl,odo_mg_dm,2 Above
06/16/17,ctrl,odo_mg_dm,8 Above
06/16/17,ctrl,odo_mg_dm,9 Below
06/16/17,exc,odo_mg_dm,1 Above
06/16/17,exc,odo_mg_dm,9 Above
06/16/17,exc,odo_mg_dm,6 Above
06/16/17,exc,odo_mg_dm,5 Above
06/16/17,exc,odo_mg_dm,3 Above
06/16/17,exc,odo_mg_dm,3 Below
06/16/17,exc,odo_mg_dm,7 Below
06/16/17,exc,odo_mg_dm,5 Below
06/16/17,exc,odo_mg_dm,2 Below
06/23/17,ctrl,odo_mg_dm,10 Above
06/23/17,ctrl,odo_mg_dm,4 Above
06/23/17,ctrl,odo_mg_dm,7 Above
06/23/17,ctrl,odo_mg_dm,10 Below
06/23/17,ctrl,odo_mg_dm,1 Below
06/23/17,ctrl,odo_mg_dm,8 Below
06/23/17,ctrl,odo_mg_dm,4 Below
06/23/17,ctrl,odo_mg_dm,6 Below
06/23/17,ctrl,odo_mg_dm,2 Above
06/23/17,ctrl,odo_mg_dm,8 Above
06/23/17,ctrl,odo_mg_dm,9 Below
06/23/17,exc,odo_mg_dm,1 Above
06/23/17,exc,odo_mg_dm,9 Above
06/23/17,exc,odo_mg_dm,6 Above
06/23/17,exc,odo_mg_dm,5 Above
06/23/17,exc,odo_mg_dm,3 Above
06/23/17,exc,odo_mg_dm,3 Below
06/23/17,exc,odo_mg_dm,7 Below
06/23/17,exc,odo_mg_dm,5 Below
06/23/17,exc,odo_mg_dm,2 Below
05/28/17,ctrl,ephem_mg_dm,4 Above
05/28/17,ctrl,ephem_mg_dm,4 Below
05/28/17,ctrl,ephem_mg_dm,1 Below
05/28/17,ctrl,ephem_mg_dm,2 Above
05/28/17,exc,ephem_mg_dm,1 Above
05/28/17,exc,ephem_mg_dm,5 Above
05/28/17,exc,ephem_mg_dm,3 Above
05/28/17,exc,ephem_mg_dm,5 Below
05/28/17,exc,ephem_mg_dm,3 Below
05/28/17,exc,ephem_mg_dm,2 Below
06/06/17,ctrl,ephem_mg_dm,4 Above
06/06/17,ctrl,ephem_mg_dm,10 Above
06/06/17,ctrl,ephem_mg_dm,7 Above
06/06/17,ctrl,ephem_mg_dm,10 Below
06/06/17,ctrl,ephem_mg_dm,6 Below
06/06/17,ctrl,ephem_mg_dm,4 Below
06/06/17,ctrl,ephem_mg_dm,1 Below
06/06/17,ctrl,ephem_mg_dm,8 Below
06/06/17,ctrl,ephem_mg_dm,8 Above
06/06/17,ctrl,ephem_mg_dm,2 Above
06/06/17,ctrl,ephem_mg_dm,9 Below
06/06/17,exc,ephem_mg_dm,5 Above
06/06/17,exc,ephem_mg_dm,1 Above
06/06/17,exc,ephem_mg_dm,6 Above
06/06/17,exc,ephem_mg_dm,3 Above
06/06/17,exc,ephem_mg_dm,9 Above
06/06/17,exc,ephem_mg_dm,2 Below
06/06/17,exc,ephem_mg_dm,5 Below
06/06/17,exc,ephem_mg_dm,7 Below
06/06/17,exc,ephem_mg_dm,3 Below
06/12/17,ctrl,ephem_mg_dm,4 Above
06/12/17,ctrl,ephem_mg_dm,10 Above
06/12/17,ctrl,ephem_mg_dm,7 Above
06/12/17,ctrl,ephem_mg_dm,8 Below
06/12/17,ctrl,ephem_mg_dm,1 Below
06/12/17,ctrl,ephem_mg_dm,6 Below
06/12/17,ctrl,ephem_mg_dm,4 Below
06/12/17,ctrl,ephem_mg_dm,8 Above
06/12/17,ctrl,ephem_mg_dm,2 Above
06/12/17,ctrl,ephem_mg_dm,9 Below
06/12/17,exc,ephem_mg_dm,6 Above
06/12/17,exc,ephem_mg_dm,9 Above
06/12/17,exc,ephem_mg_dm,1 Above
06/12/17,exc,ephem_mg_dm,5 Above
06/12/17,exc,ephem_mg_dm,3 Above
06/12/17,exc,ephem_mg_dm,3 Below
06/12/17,exc,ephem_mg_dm,7 Below
06/12/17,exc,ephem_mg_dm,2 Below
06/12/17,exc,ephem_mg_dm,5 Below
06/16/17,ctrl,ephem_mg_dm,4 Above
06/16/17,ctrl,ephem_mg_dm,10 Above
06/16/17,ctrl,ephem_mg_dm,7 Above
06/16/17,ctrl,ephem_mg_dm,10 Below
06/16/17,ctrl,ephem_mg_dm,1 Below
06/16/17,ctrl,ephem_mg_dm,6 Below
06/16/17,ctrl,ephem_mg_dm,8 Below
06/16/17,ctrl,ephem_mg_dm,4 Below
06/16/17,ctrl,ephem_mg_dm,2 Above
06/16/17,ctrl,ephem_mg_dm,8 Above
06/16/17,ctrl,ephem_mg_dm,9 Below
06/16/17,exc,ephem_mg_dm,1 Above
06/16/17,exc,ephem_mg_dm,9 Above
06/16/17,exc,ephem_mg_dm,6 Above
06/16/17,exc,ephem_mg_dm,5 Above
06/16/17,exc,ephem_mg_dm,3 Above
06/16/17,exc,ephem_mg_dm,3 Below
06/16/17,exc,ephem_mg_dm,7 Below
06/16/17,exc,ephem_mg_dm,5 Below
06/16/17,exc,ephem_mg_dm,2 Below
06/23/17,ctrl,ephem_mg_dm,10 Above
06/23/17,ctrl,ephem_mg_dm,4 Above
06/23/17,ctrl,ephem_mg_dm,7 Above
06/23/17,ctrl,ephem_mg_dm,10 Below
06/23/17,ctrl,ephem_mg_dm,1 Below
06/23/17,ctrl,ephem_mg_dm,8 Below
06/23/17,ctrl,ephem_mg_dm,4 Below
06/23/17,ctrl,ephem_mg_dm,6 Below
06/23/17,ctrl,ephem_mg_dm,2 Above
06/23/17,ctrl,ephem_mg_dm,8 Above
06/23/17,ctrl,ephem_mg_dm,9 Below
06/23/17,exc,ephem_mg_dm,1 Above
06/23/17,exc,ephem_mg_dm,9 Above
06/23/17,exc,ephem_mg_dm,6 Above
06/23/17,exc,ephem_mg_dm,5 Above
06/23/17,exc,ephem_mg_dm,3 Above
06/23/17,exc,ephem_mg_dm,3 Below
06/23/17,exc,ephem_mg_dm,7 Below
06/23/17,exc,ephem_mg_dm,5 Below
06/23/17,exc,ephem_mg_dm,2 Below
05/28/17,ctrl,trt3,4 Above
05/28/17,ctrl,trt3,4 Below
05/28/17,ctrl,trt3,1 Below
05/28/17,ctrl,trt3,2 Above
05/28/17,exc,trt3,1 Above
05/28/17,exc,trt3,5 Above
05/28/17,exc,trt3,3 Above
05/28/17,exc,trt3,5 Below
05/28/17,exc,trt3,3 Below
05/28/17,exc,trt3,2 Below
06/06/17,ctrl,trt3,4 Above
06/06/17,ctrl,trt3,10 Above
06/06/17,ctrl,trt3,7 Above
06/06/17,ctrl,trt3,10 Below
06/06/17,ctrl,trt3,6 Below
06/06/17,ctrl,trt3,4 Below
06/06/17,ctrl,trt3,1 Below
06/06/17,ctrl,trt3,8 Below
06/06/17,ctrl,trt3,8 Above
06/06/17,ctrl,trt3,2 Above
06/06/17,ctrl,trt3,9 Below
06/06/17,exc,trt3,5 Above
06/06/17,exc,trt3,1 Above
06/06/17,exc,trt3,6 Above
06/06/17,exc,trt3,3 Above
06/06/17,exc,trt3,9 Above
06/06/17,exc,trt3,2 Below
06/06/17,exc,trt3,5 Below
06/06/17,exc,trt3,7 Below
06/06/17,exc,trt3,3 Below
06/12/17,ctrl,trt3,4 Above
06/12/17,ctrl,trt3,10 Above
06/12/17,ctrl,trt3,7 Above
06/12/17,ctrl,trt3,8 Below
06/12/17,ctrl,trt3,1 Below
06/12/17,ctrl,trt3,6 Below
06/12/17,ctrl,trt3,4 Below
06/12/17,ctrl,trt3,8 Above
06/12/17,ctrl,trt3,2 Above
06/12/17,ctrl,trt3,9 Below
06/12/17,exc,trt3,6 Above
06/12/17,exc,trt3,9 Above
06/12/17,exc,trt3,1 Above
06/12/17,exc,trt3,5 Above
06/12/17,exc,trt3,3 Above
06/12/17,exc,trt3,3 Below
06/12/17,exc,trt3,7 Below
06/12/17,exc,trt3,2 Below
06/12/17,exc,trt3,5 Below
06/16/17,ctrl,trt3,4 Above
06/16/17,ctrl,trt3,10 Above
06/16/17,ctrl,trt3,7 Above
06/16/17,ctrl,trt3,10 Below
06/16/17,ctrl,trt3,1 Below
06/16/17,ctrl,trt3,6 Below
06/16/17,ctrl,trt3,8 Below
06/16/17,ctrl,trt3,4 Below
06/16/17,ctrl,trt3,2 Above
06/16/17,ctrl,trt3,8 Above
06/16/17,ctrl,trt3,9 Below
06/16/17,exc,trt3,1 Above
06/16/17,exc,trt3,9 Above
06/16/17,exc,trt3,6 Above
06/16/17,exc,trt3,5 Above
06/16/17,exc,trt3,3 Above
06/16/17,exc,trt3,3 Below
06/16/17,exc,trt3,7 Below
06/16/17,exc,trt3,5 Below
06/16/17,exc,trt3,2 Below
06/23/17,ctrl,trt3,10 Above
06/23/17,ctrl,trt3,4 Above
06/23/17,ctrl,trt3,7 Above
06/23/17,ctrl,trt3,10 Below
06/23/17,ctrl,trt3,1 Below
06/23/17,ctrl,trt3,8 Below
06/23/17,ctrl,trt3,4 Below
06/23/17,ctrl,trt3,6 Below
06/23/17,ctrl,trt3,2 Above
06/23/17,ctrl,trt3,8 Above
06/23/17,ctrl,trt3,9 Below
06/23/17,exc,trt3,1 Above
06/23/17,exc,trt3,9 Above
06/23/17,exc,trt3,6 Above
06/23/17,exc,trt3,5 Above
06/23/17,exc,trt3,3 Above
06/23/17,exc,trt3,3 Below
06/23/17,exc,trt3,7 Below
06/23/17,exc,trt3,5 Below
06/23/17,exc,trt3,2 Below
